cik,company,event_date,event_year,sic,sic_division,resolved,ticker,provenance,reason_code,exclusion_family,n_bankruptcy_events,is_chapter_22,subsequent_event_dates,xbrl_instances_seen,has_xbrl_fundamentals,public_float_usd,listing_start,listing_end,notes,size_decile
0001503813,RDA Holding Co.  (CIK 0001503813),2013-02-19,2013,2721,Manufacturing,False,,,NO_COMMON_EQUITY,model_inapplicability,1,False,,0,True,,,,"XBRL present but no common shares outstanding reported: limited partnership, trust, or special-purpose entity -- not a Merton object",
0000030302,ALCO STORES INC  (CIK 0000030302),2014-10-14,2014,5331,Retail Trade,False,,,SYMBOL_NOT_LISTED,data_unavailability,1,False,,39,True,46102992.0,,,ALCS rejected: not in listing table | ALCSQ rejected: not in listing table | DUCK rejected: not in listing table,6
0000072316,NORD RESOURCES CORP  (CIK 0000072316),2014-11-24,2014,1400,Mining,False,,,LISTING_EXCLUDES_EVENT,data_unavailability,1,False,,66,True,2964288.0,,,"NRDS rejected: listing starts 2021-11-04, after event 2014-11-24 | NRDSQ rejected: not in listing table | NRD rejected: not in listing table",1
0000357108,ISC8 INC. /DE  (CIK 0000357108),2014-09-24,2014,7373,Services,False,,,NO_TRADING_SYMBOL_TAG,data_unavailability,1,False,,72,True,,,,no candidate symbols found,
0000804154,LITHIUM TECHNOLOGY CORP  (CIK 0000804154),2014-12-11,2014,3690,Manufacturing,True,LTHUQ,filing_text,RESOLVED_FILING_TEXT,resolved,1,False,,4,True,,2006-04-21,2026-08-18,LTHU rejected: not in listing table,
0000869487,TANDY BRANDS ACCESSORIES INC  (CIK 0000869487),2014-03-17,2014,2300,Manufacturing,False,,,LISTING_EXCLUDES_EVENT,data_unavailability,1,False,,74,True,9849710.0,,,"TBAC rejected: not in listing table | TBACQ rejected: listing starts 2017-09-25, after event 2014-03-17",3
0000924095,WATERSIDE CAPITAL CORP  (MVCO)  (CIK 0000924095),2014-06-03,2014,,Unknown,False,,,LISTING_EXCLUDES_EVENT,data_unavailability,1,False,,16,True,2633599.0,,,"WSCC rejected: not in listing table | WSCCQ rejected: not in listing table | MVCO rejected: listing starts 2017-10-10, after event 2014-06-03",1
0000941020,GENELINK INC  (CIK 0000941020),2014-04-22,2014,8071,Services,True,GNLKQ,xbrl,RESOLVED_XBRL,resolved,1,False,,40,True,4102214.0,2011-02-23,2026-08-18,GNLK rejected: not in listing table,1
0001010086,SIGA TECHNOLOGIES INC  (SIGA)  (CIK 0001010086),2014-09-18,2014,2834,Manufacturing,True,SIGA,xbrl,RESOLVED_XBRL,resolved,1,False,,16,True,302150075.0,1997-09-10,2026-08-18,SIGAQ rejected: not in listing table,9
0001014763,"AMARILLO BIOSCIENCES INC  (AIMD, AIMDW)  (CIK 0001014763)",2014-05-27,2014,2834,Manufacturing,True,AIMD,xbrl,RESOLVED_XBRL,resolved,1,False,,38,True,4400000.0,2013-11-04,2026-08-18,"AIMDQ rejected: not in listing table | AIMDW rejected: listing starts 2022-08-09, after event 2014-05-27 | AIMDWQ rejected: not in listing table",2
0001037016,NII HOLDINGS INC  (CIK 0001037016),2014-09-15,2014,4812,Transport & Utilities,False,,,LISTING_EXCLUDES_EVENT,data_unavailability,2,True,2015-06-22,16,True,287996358.0,,,"NIHD rejected: listing starts 2015-07-06, after event 2014-09-15 | NIHDQ rejected: not in listing table",8
0001047919,AMBIENT CORP /NY  (CIK 0001047919),2014-07-29,2014,4813,Transport & Utilities,False,,,LISTING_EXCLUDES_EVENT,data_unavailability,1,False,,57,True,7923077.0,,,"AMBT rejected: not in listing table | AMBTQ rejected: listing starts 2016-01-12, after event 2014-07-29 | ABTG rejected: not in listing table",2
0001080504,Eastern 1998D Limited Partnership  (CIK 0001080504),2014-02-28,2014,1311,Mining,False,,,NO_XBRL_INSTANCE,data_unavailability,1,False,,0,False,,,,no candidate symbols found,
0001107332,DENDREON CORP  (CIK 0001107332),2014-11-10,2014,2834,Manufacturing,True,DNDN,filing_text,RESOLVED_FILING_TEXT,resolved,1,False,,70,True,636254809.0,2000-06-19,2014-11-18,"DNDNQ rejected: listing starts 2014-11-19, after event 2014-11-10",9
0001116112,US FUEL CORP  (CIK 0001116112),2014-12-30,2014,2911,Manufacturing,False,,,SYMBOL_NOT_LISTED,data_unavailability,1,False,,27,True,33862443.42,,,USFF rejected: not in listing table | USFFQ rejected: not in listing table,5
0001127358,Colorado 2000B Limited Partnership  (CIK 0001127358),2014-02-28,2014,1381,Mining,False,,,NO_XBRL_INSTANCE,data_unavailability,1,False,,0,False,,,,no candidate symbols found,
0001140414,"Legend Oil & Gas, Ltd.  (CIK 0001140414)",2014-09-25,2014,1381,Mining,False,,,NO_TRADING_SYMBOL_TAG,data_unavailability,1,False,,16,True,192600.0,,,no candidate symbols found,1
0001230355,"BAXANO SURGICAL, INC.  (CIK 0001230355)",2014-11-14,2014,3841,Manufacturing,False,,,SYMBOL_NOT_LISTED,data_unavailability,1,False,,61,True,66900000.0,,,BAXS rejected: not in listing table | BAXSQ rejected: not in listing table | TSON rejected: not in listing table,6
0001297720,James River Coal CO  (CIK 0001297720),2014-04-08,2014,1221,Mining,False,,,NO_TRADING_SYMBOL_TAG,data_unavailability,1,False,,59,True,95600000.0,,,no candidate symbols found,7
0001322439,Eagle Bulk Shipping Inc.  (CIK 0001322439),2014-08-06,2014,4412,Transport & Utilities,False,,,SYMBOL_NOT_LISTED,data_unavailability,1,False,,58,True,295800871.0,,,EGLE rejected: not in listing table | EGLEQ rejected: not in listing table,8
0001337885,"dELiAs, Inc.  (CIK 0001337885)",2014-12-10,2014,5961,Retail Trade,False,,,LISTING_EXCLUDES_EVENT,data_unavailability,1,False,,66,True,60484379.0,,,"DLIA rejected: not in listing table | DLIAQ rejected: listing starts 2014-12-22, after event 2014-12-10",6
0001392477,XTREME GREEN PRODUCTS INC.  (CIK 0001392477),2014-02-04,2014,3711,Manufacturing,False,,,SYMBOL_NOT_LISTED,data_unavailability,1,False,,16,True,,,,XTRG rejected: not in listing table | XTRGQ rejected: not in listing table,
0001405041,Momentive Performance Materials Inc.  (CIK 0001405041),2014-04-15,2014,2860,Manufacturing,False,,,NO_TRADING_SYMBOL_TAG,data_unavailability,1,False,,68,True,,,,no candidate symbols found,
0001423107,"BOLDFACE GROUP, INC.  (CIK 0001423107)",2014-09-08,2014,5912,Retail Trade,True,BLBK,xbrl,RESOLVED_XBRL,resolved,1,False,,14,True,,2012-07-13,2018-12-13,BLBKQ rejected: not in listing table,
0001506932,Lone Pine Resources Inc.  (CIK 0001506932),2014-01-15,2014,1311,Mining,False,,,SYMBOL_NOT_LISTED,data_unavailability,1,False,,60,True,233053557.0,,,LPR rejected: not in listing table | LPRQ rejected: not in listing table,8
0000029834,Escalera Resources Co.  (CIK 0000029834),2015-11-09,2015,1311,Mining,False,,,SYMBOL_NOT_LISTED,data_unavailability,1,False,,16,True,34351704.0,,,DBLE rejected: not in listing table | DBLEQ rejected: not in listing table | DBLEP rejected: not in listing table,5
0000049534,LIFE PARTNERS HOLDINGS INC  (CIK 0000049534),2015-01-26,2015,6311,"Finance, Insurance, Real Estate",True,LPHI,xbrl,RESOLVED_XBRL,resolved,1,False,,65,True,18859415.0,2000-02-09,2015-03-26,"LPHIQ rejected: listing starts 2016-01-04, after event 2015-01-26",4
0000319156,CUBIC ENERGY INC  (CIK 0000319156),2015-12-14,2015,1381,Mining,True,CBNR,filing_text,RESOLVED_FILING_TEXT,resolved,2,True,2016-03-01,16,True,10638367.0,2010-01-04,2015-12-14,QBC rejected: not in listing table | QBCQ rejected: not in listing table | CBNRQ rejected: not in listing table,3
0000728249,INTERPHASE CORP  (CIK 0000728249),2015-10-01,2015,3576,Manufacturing,False,,,LISTING_EXCLUDES_EVENT,data_unavailability,1,False,,16,True,29100000.0,,,"INPH rejected: not in listing table | INPHQ rejected: listing starts 2016-01-04, after event 2015-10-01",5
0000805305,QUIKSILVER INC  (CIK 0000805305),2015-09-11,2015,2320,Manufacturing,True,ZQK,xbrl,RESOLVED_XBRL,resolved,1,False,,16,True,226000000.0,1990-03-26,2015-09-09,ZQKQ rejected: not in listing table | ZQKSQ rejected: not in listing table | ZQKS rejected: not in listing table,8
0000840889,DORAL FINANCIAL CORP  (CIK 0000840889),2015-03-02,2015,6029,"Finance, Insurance, Real Estate",True,DRL,filing_text,RESOLVED_FILING_TEXT,resolved,1,False,,129,True,108399062.0,1992-02-25,2015-03-02,DRLQ rejected: not in listing table,7
0000858395,"CAESARS ENTERTAINMENT OPERATING COMPANY, INC.  (CIK 0000858395)",2015-01-15,2015,7011,Services,True,CZR,xbrl,RESOLVED_XBRL,resolved,1,False,,4,True,,2014-09-22,2026-08-18,CZRQ rejected: not in listing table,
0000928375,Dutch Gold Resources Inc  (CIK 0000928375),2015-03-12,2015,5160,Wholesale Trade,True,DGRI,xbrl,RESOLVED_XBRL,resolved,1,False,,8,True,921432.0,2006-12-12,2019-12-30,DGRIQ rejected: not in listing table,1
0001015979,Bio Nitrogen Holdings Corp  (CIK 0001015979),2015-11-04,2015,5040,Wholesale Trade,False,,,NO_XBRL_INSTANCE,data_unavailability,1,False,,0,False,,,,no candidate symbols found,
0001081074,"Armada Oil, Inc.  (CIK 0001081074)",2015-08-31,2015,1311,Mining,False,,,LISTING_EXCLUDES_EVENT,data_unavailability,1,False,,72,True,7800000.0,,,"AOIL rejected: not in listing table | AOILQ rejected: listing starts 2017-09-20, after event 2015-08-31 | NDBE rejected: not in listing table",2
0001092839,DUNE ENERGY INC  (CIK 0001092839),2015-03-12,2015,1389,Mining,False,,,SYMBOL_NOT_LISTED,data_unavailability,1,False,,45,True,26512653.0,,,DUNR rejected: not in listing table | DUNRQ rejected: not in listing table | DNE rejected: not in listing table,5
0001106935,IVANHOE ENERGY INC  (CIK 0001106935),2015-02-26,2015,1311,Mining,False,,,NO_XBRL_INSTANCE,data_unavailability,1,False,,0,False,,,,no candidate symbols found,
0001124024,FAR EAST ENERGY CORP  (CIK 0001124024),2015-11-10,2015,1311,Mining,False,,,SYMBOL_NOT_LISTED,data_unavailability,1,False,,58,True,72405000.0,,,FEEC rejected: not in listing table | FEECQ rejected: not in listing table,6
0001259550,LOCAL Corp  (CIK 0001259550),2015-06-24,2015,7389,Services,True,LOCM,xbrl,RESOLVED_XBRL,resolved,1,False,,79,True,41600000.0,2006-11-02,2026-08-18,LOCMQ rejected: not in listing table,5
0001293310,KALOBIOS PHARMACEUTICALS INC  (CIK 0001293310),2015-12-30,2015,2834,Manufacturing,False,,,AMBIGUOUS_OVERLAPPING,data_unavailability,2,True,2024-01-08,16,True,84020909.0,,,KBIO and HGENQ traded concurrently for 1601 days | KBIOQ rejected: not in listing table | HGEN rejected: not in listing table,7
0001311486,Global Geophysical Services Inc  (CIK 0001311486),2015-02-09,2015,1382,Mining,True,GEGSQ,filing_text,RESOLVED_FILING_TEXT,resolved,1,False,,80,True,111900000.0,2010-04-22,2015-02-10,GEGS rejected: not in listing table | GGS rejected: not in listing table | GGSQ rejected: not in listing table,7
0001335190,MAGNUM HUNTER RESOURCES CORP  (CIK 0001335190),2015-12-15,2015,1311,Mining,True,MHR,filing_text,RESOLVED_FILING_TEXT,resolved,1,False,,16,True,385477813.0,2003-10-07,2015-11-10,MHRQ rejected: not in listing table,9
0001349976,American Standard Energy Corp.  (CIK 0001349976),2015-09-17,2015,1381,Mining,False,,,SYMBOL_NOT_LISTED,data_unavailability,1,False,,92,True,25392291.0,,,ASEN rejected: not in listing table | ASENQ rejected: not in listing table | FDOG rejected: not in listing table,4
0001377053,AtheroNova Inc.  (CIK 0001377053),2015-03-03,2015,2834,Manufacturing,False,,,LISTING_EXCLUDES_EVENT,data_unavailability,1,False,,48,True,18348954.0,,,"AHRO rejected: listing starts 2016-01-05, after event 2015-03-03 | AHROQ rejected: not in listing table",4
0001393631,Xhibit Corp.  (CIK 0001393631),2015-01-23,2015,7310,Services,False,,,SYMBOL_NOT_LISTED,data_unavailability,1,False,,70,True,75805581.0,,,NBMF rejected: not in listing table | NBMFQ rejected: not in listing table | XBTC rejected: not in listing table,6
0001419428,Vantage Drilling CO  (CIK 0001419428),2015-12-03,2015,1381,Mining,True,VTG,xbrl,RESOLVED_XBRL,resolved,1,False,,16,True,380000000.0,2007-06-08,2026-08-18,VTGQ rejected: not in listing table,9
0001475899,Sable Natural Resources Corp  (CIK 0001475899),2015-09-03,2015,1311,Mining,False,,,LISTING_EXCLUDES_EVENT,data_unavailability,1,False,,16,True,1877926.0,,,"SNRE rejected: listing starts 2024-11-13, after event 2015-09-03 | SNREQ rejected: listing starts 2016-01-07, after event 2015-09-03 | NYTE rejected: not in listing table",1
0001487920,USA Synthetic Fuel Corp  (CIK 0001487920),2015-03-23,2015,4924,Transport & Utilities,False,,,SYMBOL_NOT_LISTED,data_unavailability,1,False,,35,True,39515560.0,,,BGST rejected: not in listing table | BGSTQ rejected: not in listing table,5
0001508677,Colt Defense LLC  (CIK 0001508677),2015-06-15,2015,3480,Manufacturing,False,,,NO_TRADING_SYMBOL_TAG,data_unavailability,1,False,,71,True,,,,no candidate symbols found,
0000077159,PENN VIRGINIA CORP  (CIK 0000077159),2016-05-12,2016,1311,Mining,False,,,LISTING_EXCLUDES_EVENT,data_unavailability,1,False,,16,True,669492116.0,,,"PVAH rejected: not in listing table | PVAHQ rejected: not in listing table | PVA rejected: listing ended 2016-01-12, before event 2016-05-12",9
0000753048,"AXION INTERNATIONAL HOLDINGS, INC.  (CIK 0000753048)",2016-01-19,2016,3086,Manufacturing,True,AXIH,xbrl,RESOLVED_XBRL,resolved,1,False,,16,True,20994491.0,2014-11-12,2015-12-07,AXIHQ rejected: not in listing table,4
0000796764,"PREMIER EXHIBITIONS, INC.  (CIK 0000796764)",2016-06-14,2016,7900,Services,True,PRXIQ,xbrl,RESOLVED_XBRL,resolved,2,True,2019-10-18,16,True,24591095.0,2016-01-04,2026-08-18,"PRXI rejected: listing starts 2026-06-24, after event 2016-06-14",4
0000874841,PACIFIC SUNWEAR OF CALIFORNIA INC  (CIK 0000874841),2016-04-08,2016,5600,Retail Trade,False,,,SYMBOL_NOT_LISTED,data_unavailability,1,False,,16,True,131971034.0,,,PSUN rejected: not in listing table | PSUNQ rejected: not in listing table,7
0000919013,WAVE SYSTEMS CORP  (CIK 0000919013),2016-02-01,2016,3577,Manufacturing,False,,,NO_COMMON_EQUITY,model_inapplicability,1,False,,0,True,35000000.0,,,"XBRL present but no common shares outstanding reported: limited partnership, trust, or special-purpose entity -- not a Merton object",5
0001021096,ROOMLINX INC  (CIK 0001021096),2016-07-12,2016,4841,Transport & Utilities,True,RMLXP,filing_text,RESOLVED_FILING_TEXT,resolved,2,True,2024-03-05,6,True,,2007-07-31,2018-07-03,"MTWO rejected: listing starts 2022-02-17, after event 2016-07-12 | MTWOQ rejected: not in listing table | RMLX rejected: not in listing table",
0001037676,ARCH COAL INC  (ARCH)  (CIK 0001037676),2016-01-11,2016,1221,Mining,False,,,LISTING_EXCLUDES_EVENT,data_unavailability,1,False,,16,True,2052100000.0,,,"ARCH rejected: listing starts 2016-10-05, after event 2016-01-11 | ARCHQ rejected: not in listing table",10
0001086303,PACIFIC WEBWORKS INC  (HCIL)  (CIK 0001086303),2016-03-07,2016,7372,Services,False,,,AMBIGUOUS_OVERLAPPING,data_unavailability,1,False,,16,True,12754056.0,,,PACW and HCIL traded concurrently for 4528 days | PACWQ rejected: not in listing table | HCILQ rejected: not in listing table,3
0001109189,BASIC ENERGY SERVICES INC  (CIK 0001109189),2016-10-25,2016,1389,Mining,False,,,LISTING_EXCLUDES_EVENT,data_unavailability,1,False,,16,True,3880964.0,,,BAS rejected: not in listing table | BASQ rejected: not in listing table | BASX rejected: not in listing table,1
0001135906,"EPIRUS Biopharmaceuticals, Inc.  (CIK 0001135906)",2016-07-25,2016,2834,Manufacturing,True,EPRS,filing_text,RESOLVED_FILING_TEXT,resolved,1,False,,16,True,97043791.0,2016-01-04,2016-08-11,"EPRSQ rejected: listing starts 2016-08-04, after event 2016-07-25 | ZLCS rejected: not in listing table | ZLCSQ rejected: not in listing table",7
0001168213,AEROPOSTALE INC  (CIK 0001168213),2016-05-06,2016,5600,Retail Trade,True,ARO,filing_text,RESOLVED_FILING_TEXT,resolved,1,False,,16,True,120206205.0,2002-05-16,2016-04-21,AROQ rejected: not in listing table,7
0001281922,Triangle Petroleum Corp  (CIK 0001281922),2016-06-30,2016,1311,Mining,True,TPLMQ,filing_text,RESOLVED_FILING_TEXT,resolved,1,False,,16,True,198604351.0,2005-03-14,2019-06-21,TPLM rejected: not in listing table,8
0001294208,ATLAS AMERICA SERIES 25-2004 (B) L.P.  (CIK 0001294208),2016-07-28,2016,1311,Mining,False,,,NO_TRADING_SYMBOL_TAG,data_unavailability,1,False,,16,True,,,,no candidate symbols found,
0001330849,"HERCULES OFFSHORE, INC.  (CIK 0001330849)",2016-06-06,2016,1381,Mining,True,HEROQ,xbrl,RESOLVED_XBRL,resolved,1,False,,16,True,36000000.0,2016-01-04,2016-12-12,HERO rejected: not in listing table,5
0001342514,Atlas America Series 26-2005 L.P.  (CIK 0001342514),2016-07-28,2016,1311,Mining,False,,,NO_TRADING_SYMBOL_TAG,data_unavailability,1,False,,16,True,,,,no candidate symbols found,
0001357361,Atlas America Public #15-2006 (B) L.P.  (CIK 0001357361),2016-07-28,2016,1311,Mining,False,,,NO_TRADING_SYMBOL_TAG,data_unavailability,1,False,,16,True,,,,no candidate symbols found,
0001385544,Horsehead Holding Corp  (CIK 0001385544),2016-02-02,2016,3330,Manufacturing,True,ZINCQ,xbrl,RESOLVED_XBRL,resolved,1,False,,16,True,584000000.0,2016-01-04,2016-10-10,"ZINC rejected: listing starts 2026-06-02, after event 2016-02-02",9
0001407190,Violin Memory Inc  (CIK 0001407190),2016-12-19,2016,3572,Manufacturing,True,VMEMQ,xbrl,RESOLVED_XBRL,resolved,1,False,,16,True,228918011.0,2016-01-04,2017-08-28,"VMEM rejected: listing ended 2016-10-27, before event 2016-12-19",8
0001421182,Verso Corp  (CIK 0001421182),2016-01-26,2016,2621,Manufacturing,False,,,LISTING_EXCLUDES_EVENT,data_unavailability,1,False,,16,True,523592090.0,,,"VRSZ rejected: not in listing table | VRSZQ rejected: not in listing table | VRS rejected: listing starts 2016-07-19, after event 2016-01-26",9
0001432987,Atlas Resources Public #18-2008 (A) L.P.  (CIK 0001432987),2016-07-28,2016,1311,Mining,False,,,NO_TRADING_SYMBOL_TAG,data_unavailability,1,False,,16,True,,,,no candidate symbols found,
0001487561,Atlas Resources Series 28-2010 L.P.  (CIK 0001487561),2016-07-28,2016,1311,Mining,False,,,NO_TRADING_SYMBOL_TAG,data_unavailability,1,False,,16,True,,,,no candidate symbols found,
0001514242,Performance Sports Group Ltd.  (CIK 0001514242),2016-10-31,2016,3949,Manufacturing,False,,,LISTING_EXCLUDES_EVENT,data_unavailability,1,False,,6,True,,,,"PSG rejected: listing ended 2010-11-08, before event 2016-10-31 | PSGQ rejected: not in listing table",
0001553588,"SFX Entertainment, INC  (CIK 0001553588)",2016-02-05,2016,7900,Services,False,,,SYMBOL_NOT_LISTED,data_unavailability,1,False,,16,True,410220000.0,,,SFXE rejected: not in listing table | SFXEQ rejected: not in listing table,9
0001581312,"Core Resource Management, Inc.  (CIK 0001581312)",2016-07-07,2016,1382,Mining,True,CRMIQ,filing_text,RESOLVED_FILING_TEXT,resolved,1,False,,8,True,15936171.0,2016-01-05,2018-11-28,CRMI rejected: not in listing table,4
0000002178,"ADAMS RESOURCES & ENERGY, INC.  (AE)  (CIK 0000002178)",2017-04-24,2017,5172,Wholesale Trade,True,AE,filing_text,RESOLVED_FILING_TEXT,resolved,1,False,,16,True,87396622.0,1984-09-07,2025-02-04,AEQ rejected: not in listing table,7
0000054681,KATY INDUSTRIES INC  (CIK 0000054681),2017-05-18,2017,3559,Manufacturing,True,KATY,filing_text,RESOLVED_FILING_TEXT,resolved,1,False,,16,True,23774016.0,2016-01-04,2017-08-28,"KATYQ rejected: listing starts 2017-09-27, after event 2017-05-18",4
0000104897,"WSI INDUSTRIES, INC.  (CIK 0000104897)",2017-10-23,2017,3540,Manufacturing,True,WSCI,xbrl,RESOLVED_XBRL,resolved,1,False,,16,True,8375000.0,1990-03-27,2018-11-07,WSCIQ rejected: not in listing table,2
0000758743,VIDEO DISPLAY CORP  (VIDE)  (CIK 0000758743),2017-02-16,2017,3670,Manufacturing,True,VIDE,xbrl,RESOLVED_XBRL,resolved,1,False,,16,True,304096.0,1990-03-27,2026-08-18,VIDEQ rejected: not in listing table,1
0000868725,"RENTECH, INC.  (CIK 0000868725)",2017-12-21,2017,2870,Manufacturing,False,,,LISTING_EXCLUDES_EVENT,data_unavailability,2,True,2018-04-09,16,True,55000000.0,,,"RTK rejected: listing ended 2017-10-13, before event 2017-12-21 | RTKQ rejected: not in listing table",6
0000886328,E DIGITAL CORP  (CIK 0000886328),2017-07-07,2017,3674,Manufacturing,False,,,NO_TRADING_SYMBOL_TAG,data_unavailability,1,False,,16,True,12606154.0,,,no candidate symbols found,3
0001013871,"NRG ENERGY, INC.  (NRG)  (CIK 0001013871)",2017-06-14,2017,4911,Transport & Utilities,True,NRG,xbrl,RESOLVED_XBRL,resolved,1,False,,16,True,26643647974.0,2003-12-02,2026-08-18,NRGQ rejected: not in listing table,10
0001025953,"NOVATION COMPANIES, INC.  (CIK 0001025953)",2017-06-16,2017,6531,"Finance, Insurance, Real Estate",True,NOVCQ,filing_text,RESOLVED_FILING_TEXT,resolved,1,False,,16,True,1574911.0,1997-10-31,2023-10-19,NOVC rejected: not in listing table,1
0001058623,CUMULUS MEDIA INC  (CMLS)  (CIK 0001058623),2017-11-30,2017,4832,Transport & Utilities,True,CMLSQ,xbrl,RESOLVED_XBRL,resolved,1,False,,16,True,1600000.0,2001-01-02,2026-08-18,"CMLS rejected: listing starts 2026-05-28, after event 2017-11-30",1
0001088787,"CD INTERNATIONAL ENTERPRISES, INC.  (CIK 0001088787)",2017-12-12,2017,8742,Services,True,CDII,xbrl,RESOLVED_XBRL,resolved,1,False,,16,True,2020441.0,2004-11-02,2017-12-14,"CDIIQ rejected: listing starts 2017-12-15, after event 2017-12-12",1
0001116521,AVAYA INC  (CIK 0001116521),2017-01-19,2017,3661,Manufacturing,False,,,NO_TRADING_SYMBOL_TAG,data_unavailability,1,False,,16,True,,,,no candidate symbols found,
0001171012,Uni-Pixel  (CIK 0001171012),2017-08-25,2017,3679,Manufacturing,True,UNXL,xbrl,RESOLVED_XBRL,resolved,1,False,,16,True,64636616.0,2006-03-07,2017-09-12,"UNXLQ rejected: listing starts 2017-09-22, after event 2017-08-25",6
0001326428,"LINN ENERGY, LLC  (CIK 0001326428)",2017-01-31,2017,1311,Mining,False,,,LISTING_EXCLUDES_EVENT,data_unavailability,1,False,,16,True,,,,"LINE rejected: listing starts 2024-07-25, after event 2017-01-31 | LINEQ rejected: not in listing table | LNGG rejected: not in listing table",
0001367311,"DAKOTA PLAINS HOLDINGS, INC.  (CIK 0001367311)",2017-02-03,2017,5171,Wholesale Trade,True,DAKPQ,filing_text,RESOLVED_FILING_TEXT,resolved,1,False,,16,True,63041663.0,2012-03-23,2018-01-05,DAKP rejected: not in listing table,6
0001384072,"Vanguard Natural Resources, LLC  (CIK 0001384072)",2017-02-02,2017,1311,Mining,True,VNR,filing_text,RESOLVED_FILING_TEXT,resolved,2,True,2019-04-01,16,True,50323068.0,2017-01-03,2017-02-10,VNRS rejected: not in listing table | VNRQ rejected: not in listing table | VNRR rejected: not in listing table,6
0001403433,"America Greener Technologies, Inc.  (CIK 0001403433)",2017-04-24,2017,1700,Construction,True,OSLE,filing_text,RESOLVED_FILING_TEXT,resolved,1,False,,16,True,,2012-11-01,2020-01-31,"AGRN rejected: not in listing table | AGRNQ rejected: listing starts 2017-10-09, after event 2017-04-24 | OSLEQ rejected: not in listing table",
0001429386,"PHASERX, INC.  (CIK 0001429386)",2017-12-13,2017,2834,Manufacturing,False,,,AMBIGUOUS_OVERLAPPING,data_unavailability,1,False,,12,True,28100000.0,,,PZRX and PZRXQ traded concurrently for 580 days,5
0001444310,"AMBICOM HOLDINGS, INC  (CIK 0001444310)",2017-05-05,2017,3829,Manufacturing,True,ABHI,xbrl,RESOLVED_XBRL,resolved,1,False,,10,True,1925878.0,2011-09-08,2018-04-23,ABHIQ rejected: not in listing table,1
0001475273,"SOUPMAN, INC.  (CIK 0001475273)",2017-06-16,2017,5960,Retail Trade,False,,,LISTING_EXCLUDES_EVENT,data_unavailability,1,False,,16,True,4917114.0,,,"SOUP rejected: listing starts 2017-09-22, after event 2017-06-16 | SOUPQ rejected: not in listing table",2
0001496631,First NBC Bank Holding Co  (CIK 0001496631),2017-05-04,2017,6022,"Finance, Insurance, Real Estate",False,,,AMBIGUOUS_OVERLAPPING,data_unavailability,1,False,,16,True,561988908.0,,,FNBC and FNBCQ traded concurrently for 1415 days,9
0001521847,Memorial Production Partners LP  (CIK 0001521847),2017-01-17,2017,1311,Mining,False,,,AMBIGUOUS_OVERLAPPING,data_unavailability,1,False,,16,True,190200000.0,,,MEMP and AMPY traded concurrently for 1911 days | MEMPQ rejected: not in listing table | AMPYQ rejected: not in listing table,8
0001541354,ASPIRITY HOLDINGS LLC  (CIK 0001541354),2017-07-31,2017,6221,"Finance, Insurance, Real Estate",False,,,NO_COMMON_EQUITY,model_inapplicability,1,False,,0,True,,,,"XBRL present but no common shares outstanding reported: limited partnership, trust, or special-purpose entity -- not a Merton object",
0001574300,"Content Checked Holdings, Inc.  (CIK 0001574300)",2017-05-26,2017,7372,Services,False,,,LISTING_EXCLUDES_EVENT,data_unavailability,1,False,,14,True,27587000000.0,,,"CNCK rejected: listing starts 2024-12-10, after event 2017-05-26 | CNCKQ rejected: not in listing table | VSTT rejected: not in listing table",10
0001586300,CHC Group Ltd.  (CIK 0001586300),2017-03-06,2017,4522,Transport & Utilities,True,HELIQ,xbrl,RESOLVED_XBRL,resolved,1,False,,16,True,11200000.0,2016-01-04,2017-08-28,HELI rejected: not in listing table,3
0000034115,CLAIRES STORES INC  (CIK 0000034115),2018-03-19,2018,5600,Retail Trade,False,,,SYMBOL_NOT_LISTED,data_unavailability,1,False,,16,True,,,,CLE rejected: not in listing table | CLEQ rejected: not in listing table,
0000076321,PARKER DRILLING CO /DE/  (CIK 0000076321),2018-12-12,2018,1381,Mining,True,PKD,xbrl,RESOLVED_XBRL,resolved,1,False,,16,True,115800000.0,1983-04-06,2020-02-10,PKDQ rejected: not in listing table,7
0000106455,WESTMORELAND COAL Co  (CIK 0000106455),2018-10-09,2018,1221,Mining,False,,,LISTING_EXCLUDES_EVENT,data_unavailability,2,True,2019-03-04,16,True,89851140.0,,,"WLB rejected: listing ended 2018-04-24, before event 2018-10-09 | WLBQ rejected: not in listing table",7
0000739708,"iHeartCommunications, Inc.  (CIK 0000739708)",2018-03-15,2018,4832,Transport & Utilities,True,CCU,filing_text,RESOLVED_FILING_TEXT,resolved,1,False,,16,True,,2001-01-02,2026-08-18,CCUQ rejected: not in listing table,
0000820380,INTERNATIONAL AUTOMATED SYSTEMS INC  (CIK 0000820380),2018-11-21,2018,7372,Services,True,IAUS,filing_text,RESOLVED_FILING_TEXT,resolved,1,False,,16,True,79156343.0,2007-12-06,2019-07-08,IASI rejected: not in listing table | IASIQ rejected: not in listing table | IAUSQ rejected: not in listing table,7
0000878079,BON TON STORES INC  (CIK 0000878079),2018-02-05,2018,5311,Retail Trade,False,,,NO_TRADING_SYMBOL_TAG,data_unavailability,1,False,,16,True,22500000.0,,,no candidate symbols found,4
